class_oog_key,ring,ring_no,ring_day_no,class_order,class_no,class_label,class_number,class_payout,class_name,entry_order,entry_no,horse,rider,trainer,source_endpoint,source_payload
29062|2097,,678,,,29062,,,,,10,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29062|2099,,678,,,29062,,,,,11,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29062|2161,,678,,,29062,,,,,12,2161,Astronaut H Z,Teresa Pompay,Josh Dolan,class_oog.php,
29062|2304,,678,,,29062,,,,,13,2304,Camden Street,Phillipa Greenberg,Wendy J. Hechler,class_oog.php,
29062|2610,,678,,,29062,,,,,14,2610,Starridor,Charlotte H. Wiese,Jasmine Walsh,class_oog.php,
29062|2668,,678,,,29062,,,,,15,2668,Curtis 89,Josephine Demmo,Alan Korotkin,class_oog.php,
29062|2725,,678,,,29062,,,,,16,2725,Coeur D'honneur,Jennifer Phethean,Jennifer Phethean,class_oog.php,
29062|2937,,678,,,29062,,,,,17,2937,Follow Me,Marissa Creviston,Marissa Creviston,class_oog.php,
29062|2940,,678,,,29062,,,,,18,2940,Obora’s Sandman,Marissa Creviston,Marissa Creviston,class_oog.php,
29062|2974,,678,,,29062,,,,,19,2974,St. Nick,Kalli Core,Bobby Boulger,class_oog.php,
29062|3034,,678,,,29062,,,,,20,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,class_oog.php,
29046|1918,,678,,,29046,,,,,1,1918,The Flying Dutchman,Bryce P. Richardson,Bryce P. Richardson,class_oog.php,
29046|2097,,678,,,29046,,,,,2,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29046|2099,,678,,,29046,,,,,3,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29046|2715,,678,,,29046,,,,,4,2715,Living The Dream,Aidan Murphy,Candice King,class_oog.php,
29046|2730,,678,,,29046,,,,,5,2730,Striking Elsa,Phillipa Greenberg,Jennifer Phethean,class_oog.php,
29046|2838,,678,,,29046,,,,,6,2838,Delisa Gp,Heather Froehlich Cortell,Heather Froehlich Cortell,class_oog.php,
29046|2949,,678,,,29046,,,,,7,2949,Nadia I,Daina Greene,Andras Szieberth,class_oog.php,
29047|1918,,678,,,29047,,,,,1,1918,The Flying Dutchman,Bryce P. Richardson,Bryce P. Richardson,class_oog.php,
29047|2097,,678,,,29047,,,,,2,2097,Cleveland 42,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29047|2099,,678,,,29047,,,,,3,2099,Loire,Isaac Leffkowitz,Isaac Leffkowitz,class_oog.php,
29047|2715,,678,,,29047,,,,,4,2715,Living The Dream,Aidan Murphy,Candice King,class_oog.php,
29047|2730,,678,,,29047,,,,,5,2730,Striking Elsa,Phillipa Greenberg,Jennifer Phethean,class_oog.php,
29047|2838,,678,,,29047,,,,,6,2838,Delisa Gp,Heather Froehlich Cortell,Heather Froehlich Cortell,class_oog.php,
29047|2949,,678,,,29047,,,,,7,2949,Nadia I,Daina Greene,Andras Szieberth,class_oog.php,
29065|1222,,678,,,29065,,,,,1,1222,Ladies Night,Megan Wexler,Megan Wexler,class_oog.php,
29065|1458,,678,,,29065,,,,,2,1458,Sweeter Than Fiction,Addy Dewalt,Wendy J. Hechler,class_oog.php,
29065|1493,,678,,,29065,,,,,3,1493,Lyon,Katherine Addington,Bibby F. Hill,class_oog.php,
29065|1698,,678,,,29065,,,,,4,1698,Orchard Hills Best Dressed,Ryan Haselden,Lindsay Haselden,class_oog.php,
29065|1924,,678,,,29065,,,,,5,1924,Argento 2,Aubrey Frank,Derek Van Der Burgh,class_oog.php,
29065|1983,,678,,,29065,,,,,6,1983,Koh I Knoor,Natalie Johnson Russell,Natalie Johnson Russell,class_oog.php,
29065|2304,,678,,,29065,,,,,7,2304,Camden Street,Phillipa Greenberg,Wendy J. Hechler,class_oog.php,
29065|2607,,678,,,29065,,,,,8,2607,Santino,Jasmine Walsh,Jasmine Walsh,class_oog.php,
29065|2725,,678,,,29065,,,,,9,2725,Coeur D'honneur,Jennifer Phethean,Jennifer Phethean,class_oog.php,
29065|2974,,678,,,29065,,,,,10,2974,St. Nick,Kalli Core,Bobby Boulger,class_oog.php,
29065|3034,,678,,,29065,,,,,11,3034,Napoleon,Robert P. Stucky,Robert P. Stucky,class_oog.php,
29056|1027,,678,,,29056,,,,,1,1027,Fort Knox,Lainey Posa,Alan Korotkin,class_oog.php,
29056|1029,,678,,,29056,,,,,2,1029,Halo,Carsyn Korotkin,Alan Korotkin,class_oog.php,
29056|1495,,678,,,29056,,,,,3,1495,Parade,Devin A. Seek,Bibby F. Hill,class_oog.php,
29056|1498,,678,,,29056,,,,,4,1498,Untitled,Katherine Addington,Bibby F. Hill,class_oog.php,
29056|1509,,678,,,29056,,,,,5,1509,Amuze Bouche,Wendy J. Hechler,Wendy J. Hechler,class_oog.php,
29056|1554,,678,,,29056,,,,,6,1554,Going Global,Lindsay Meyer,Jenny Miller,class_oog.php,
29056|1966,,678,,,29056,,,,,7,1966,Carli De Sabette,Vannakay Hurnevich,Kim E. Burnette,class_oog.php,
29056|2183,,678,,,29056,,,,,8,2183,Follow Me Home,Caitlin Maloney,Caitlin Maloney,class_oog.php,
29056|2386,,678,,,29056,,,,,9,2386,Marvick,Sierra Montgomery,Lisa Hasenbeck,class_oog.php,
29056|2390,,678,,,29056,,,,,10,2390,Poptart,Lainey Posa,Alan Korotkin,class_oog.php,
29056|2391,,678,,,29056,,,,,11,2391,Benlea Magic Dragon,Noemi Varela,Dana Ventrice,class_oog.php,
29056|2973,,678,,,29056,,,,,12,2973,Khan Of Ballmore,Mari Gromkowski,Mari Gromkowski,class_oog.php,
29057|1027,,678,,,29057,,,,,1,1027,Fort Knox,Jessica Heap,Alan Korotkin,class_oog.php,
29057|1029,,678,,,29057,,,,,2,1029,Halo,Kate Marisch,Alan Korotkin,class_oog.php,
29057|1495,,678,,,29057,,,,,3,1495,Parade,Devin A. Seek,Bibby F. Hill,class_oog.php,
29057|1498,,678,,,29057,,,,,4,1498,Untitled,Katherine Addington,Bibby F. Hill,class_oog.php,
29057|1554,,678,,,29057,,,,,5,1554,Going Global,Lindsay Meyer,Jenny Miller,class_oog.php,
29057|1966,,678,,,29057,,,,,6,1966,Carli De Sabette,Vannakay Hurnevich,Kim E. Burnette,class_oog.php,
29057|2183,,678,,,29057,,,,,7,2183,Follow Me Home,Caitlin Maloney,Caitlin Maloney,class_oog.php,
29057|2386,,678,,,29057,,,,,8,2386,Marvick,Sierra Montgomery,Lisa Hasenbeck,class_oog.php,
29057|2390,,678,,,29057,,,,,9,2390,Poptart,Jessica Heap,Alan Korotkin,class_oog.php,
29057|2391,,678,,,29057,,,,,10,2391,Benlea Magic Dragon,Noemi Varela,Dana Ventrice,class_oog.php,
29057|2973,,678,,,29057,,,,,11,2973,Khan Of Ballmore,Angela R. Calkins,Mari Gromkowski,class_oog.php,
33485|1682,,737,,,33485,,,,,1,1682,Allegra Van Het Eikenhof Z,Aria Collins,Jessica Collins,class_oog.php,
29408|1424,,750,,,29408,,,,,1,1424,Arthur,Stefano Baruzzo,Stefano Baruzzo,class_oog.php,
29408|2543,,750,,,29408,,,,,2,2543,Billy Snowdonia,Camille Maynard,Camille Maynard,class_oog.php,
29408|2882,,750,,,29408,,,,,3,2882,Crush,Scott Diffey,Scott Diffey,class_oog.php,
